x	y	dx	dy
0.00000	2.73356 	0.000005	0.000005
0.00000	2.73840 	0.000005	0.000005
0.00000	2.73791 	0.000005	0.000005
0.00000	2.73856 	0.000005	0.000005
0.00000	2.73582 	0.000005	0.000005
0.00000	2.73179 	0.000005	0.000005
0.00000	2.73340 	0.000005	0.000005
0.00000	2.74065 	0.000005	0.000005
0.00000	2.73566 	0.000005	0.000005
0.00000	2.73598 	0.000005	0.000005
0.00000	2.72164 	0.000005	0.000005
0.00000	2.74033 	0.000005	0.000005
0.00000	2.73469 	0.000005	0.000005
0.00000	2.73179 	0.000005	0.000005
0.00000	2.73034 	0.000005	0.000005
0.00000	2.72970 	0.000005	0.000005
0.00000	2.73662 	0.000005	0.000005
0.00000	2.73856 	0.000005	0.000005
0.00000	2.74903 	0.000005	0.000005
0.00436	2.75499 	0.000005	0.000005
0.00436	2.75161 	0.000005	0.000005
0.00436	2.74822 	0.000005	0.000005
0.00436	2.75757 	0.000005	0.000005
0.00873	2.76611 	0.000005	0.000005
0.00873	2.76063 	0.000005	0.000005
0.00873	2.75934 	0.000005	0.000005
0.01309	2.76095 	0.000005	0.000005
0.01309	2.76095 	0.000005	0.000005
0.01309	2.74049 	0.000005	0.000005
0.01745	2.73179 	0.000005	0.000005
0.02182	2.72825 	0.000005	0.000005
0.02618	2.72019 	0.000005	0.000005
0.02618	2.71890 	0.000005	0.000005
0.03054	2.71987 	0.000005	0.000005
0.03054	2.72583 	0.000005	0.000005
0.03491	2.72228 	0.000005	0.000005
0.03491	2.73920 	0.000005	0.000005
0.03927	2.73453 	0.000005	0.000005
0.03927	2.73533 	0.000005	0.000005
0.03927	2.74581 	0.000005	0.000005
0.04363	2.75370 	0.000005	0.000005
0.04363	2.75660 	0.000005	0.000005
0.04800	2.74887 	0.000005	0.000005
0.04800	2.74565 	0.000005	0.000005
0.04800	2.75032 	0.000005	0.000005
0.04800	2.75821 	0.000005	0.000005
0.05236	2.76401 	0.000005	0.000005
0.05236	2.76450 	0.000005	0.000005
0.05236	2.76772 	0.000005	0.000005
0.05672	2.77013 	0.000005	0.000005
0.06109	2.76643 	0.000005	0.000005
0.06109	2.76240 	0.000005	0.000005
0.06545	2.76015 	0.000005	0.000005
0.06545	2.75402 	0.000005	0.000005
0.06981	2.75290 	0.000005	0.000005
0.06981	2.74806 	0.000005	0.000005
0.07418	2.73904 	0.000005	0.000005
0.07418	2.73985 	0.000005	0.000005
0.07418	2.73211 	0.000005	0.000005
0.07854	2.72599 	0.000005	0.000005
0.07854	2.72116 	0.000005	0.000005
0.08290	2.70279 	0.000005	0.000005
0.08290	2.69506 	0.000005	0.000005
0.08727	2.69296 	0.000005	0.000005
0.08727	2.68265 	0.000005	0.000005
0.08727	2.66944 	0.000005	0.000005
0.09163	2.67153 	0.000005	0.000005
0.09163	2.65929 	0.000005	0.000005
0.09599	2.65204 	0.000005	0.000005
0.10036	2.64173 	0.000005	0.000005
0.10036	2.63577 	0.000005	0.000005
0.10472	2.63480 	0.000005	0.000005
0.10472	2.63367 	0.000005	0.000005
0.10472	2.63158 	0.000005	0.000005
0.10908	2.62239 	0.000005	0.000005
0.10908	2.62400 	0.000005	0.000005
0.11345	2.61402 	0.000005	0.000005
0.11345	2.61611 	0.000005	0.000005
0.11345	2.60854 	0.000005	0.000005
